"name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","reviews_per_month","days_as_host","city"
"Spacious Canal View Apartment next to City Center","2021-10-03","within an hour",100,NA,"f",0,0,"t","t","Entire home/apt",2,1,NA,175,7,182,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,NA,54,"Amsterdam"
"Beautiful apartment in Amsterdam Oost","2014-06-26","within a few hours",100,100,"f",0,0,"t","f","Entire home/apt",2,1,1,156,3,365,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2710,"Amsterdam"
"-Patrick's Place- Charming room in City Center","2013-05-21","within an hour",100,100,"t",3,3,"t","t","Private room",2,1,1,98,2,50,241,132,19,4,4.81,4.83,4.81,4.9,4.93,4.95,4.64,"t",2,2.86,3111,"Amsterdam"
"Great apartment in trendy De Pijp!","2013-04-18","N/A",NA,NA,"f",2,2,"t","t","Entire home/apt",2,1,1,115,14,30,0,17,0,0,4.88,4.94,4.71,4.94,4.94,4.88,4.41,"f",1,0.19,3144,"Amsterdam"
"Stijlvolle kamer aan straat in centrum met privacy","2021-08-31","within an hour",100,86,"f",0,0,"t","t","Private room",2,1,1,83,2,7,127,1,1,1,5,5,5,5,5,5,5,"f",3,1,87,"Amsterdam"
"Eco-friendly 2 Single Beds Room next to Vondelpark","2020-11-18","N/A",NA,NA,"f",0,0,"t","t","Private room",2,1,2,98,1,365,360,9,9,1,4.89,5,4.89,4.78,5,4.56,4.89,"t",2,3.55,373,"Amsterdam"
"Petit Prince incl FOOD DRINKS SNACKS WINES FLOWERS","2015-10-03","within a day",80,35,"f",4,4,"t","t","Entire home/apt",2,1,2,190,30,1125,285,14,3,0,5,4.93,5,5,5,5,4.86,"f",4,0.2,2246,"Amsterdam"
"A house with charm in Amsterdam Noord!","2015-12-05","N/A",NA,100,"f",1,1,"t","t","Entire home/apt",2,1,1,100,2,7,126,6,0,0,4.83,5,4.83,5,5,4.33,4.5,"f",1,0.19,2183,"Amsterdam"
"Luxurious spacious suite Jordaan","2014-05-08","within a few hours",97,98,"t",1,1,"t","t","Entire home/apt",3,NA,2,124,2,1125,128,355,42,4,4.91,4.95,4.88,4.97,4.95,4.96,4.78,"f",1,4.57,2759,"Amsterdam"
"Cannabis Friendly (G) Freeland Studio 2","2021-06-08","within an hour",98,100,"f",19,19,"t","t","Entire home/apt",1,NA,1,99,3,1125,18,8,8,2,4.63,4.13,4.75,4.75,4.63,4.63,4,"t",19,5.11,171,"Amsterdam"
"Private studio for couple","2014-11-15","N/A",NA,100,"f",1,1,"t","t","Private room",2,1,1,75,2,100,0,81,1,0,4.86,4.94,4.99,4.94,4.94,4.64,4.77,"t",1,1.93,2568,"Amsterdam"
"Beautiful and spacious room","2010-08-09","within an hour",100,100,"t",2,2,"t","t","Private room",2,1,2,45,2,8,333,201,6,2,4.55,4.63,4.88,4.74,4.74,4.26,4.41,"f",1,1.88,4127,"Amsterdam"
"Small double room - The Love Shack","2019-02-14","within an hour",100,99,"f",8,8,"t","t","Private room",2,1,1,121,1,1125,350,5,2,1,4.6,4.6,4.4,4.6,4.8,4.4,4.4,"t",8,0.32,1016,"Amsterdam"
"1 Bed in 6 Bedded Mixed Dorm En-suite","2019-02-25","within an hour",80,100,"f",12,12,"t","t","Hotel room",1,1,1,34,1,1125,292,18,1,0,4.5,4.83,4.78,4.78,4.78,4.78,4.5,"t",12,0.63,1005,"Amsterdam"
"Lovely child-friendly apartment near Foodhallen","2015-06-19","N/A",NA,100,"f",0,0,"t","t","Entire home/apt",4,2,4,68,18,30,0,1,1,0,5,5,5,5,5,5,5,"t",1,0.33,2352,"Amsterdam"
"Bright & Relaxed Studio","2016-03-15","within an hour",100,100,"f",2,2,"t","t","Entire home/apt",2,NA,1,69,2,1125,0,52,7,0,4.73,4.9,4.38,4.82,4.94,4.73,4.63,"t",1,0.81,2082,"Amsterdam"
"Spacious and bright apartment","2015-07-06","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,1,1,104,2,10,0,17,0,0,4.88,4.94,4.94,4.94,4.94,4.76,4.76,"f",1,0.42,2335,"Amsterdam"
"Wonderfull house with new roof terrace!","2014-09-20","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,2,2,200,4,8,32,31,7,0,4.9,4.87,4.87,4.97,4.97,4.94,4.65,"f",1,0.73,2624,"Amsterdam"
"'Polder en suite'   B&B   Amsterdam-Noord","2015-12-22","N/A",NA,NA,"f",0,0,"t","t","Private room",4,2,3,75,2,14,0,2,0,0,5,5,5,5,5,5,5,"t",1,0.14,2166,"Amsterdam"
"Ruime familiewoning voor gezin met kleine kinderen","2011-07-29","within a few hours",100,33,"f",0,0,"t","t","Entire home/apt",4,3,2,299,2,1125,153,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,3773,"Amsterdam"
"Spacious room for 2, tram 25 min to centre/sights","2018-10-07","within an hour",100,NA,"f",2,2,"t","t","Private room",2,1,1,95,1,1125,147,1,0,0,0,NA,NA,NA,NA,NA,NA,"f",1,0.05,1146,"Amsterdam"
"Q-Factory Hotel: The Backstage Twin Room","2021-05-12","within an hour",90,99,"f",7,7,"t","t","Private room",2,1,2,104,1,360,363,120,120,14,4.58,4.7,4.58,4.9,4.79,4.35,4.51,"t",7,26.87,198,"Amsterdam"
"Bright, new studio 9 minutes from city centre!","2017-11-11","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,NA,1,64,6,10,0,6,0,0,4.83,4.83,4.83,4.83,4.83,4.67,4.33,"t",1,0.15,1476,"Amsterdam"
"Cityden | 1-Bedroom Apartment | Serviced apartment","2019-03-01","within an hour",94,99,"f",5,5,"t","t","Entire home/apt",4,1,3,207,1,365,234,25,19,1,4,4.12,4.4,4.56,4.28,4.72,4.16,"t",5,1.1,1001,"Amsterdam"
"Beautiful studio in the city center of Amsterdam","2015-03-22","within an hour",100,100,"f",0,0,"t","t","Private room",2,1,1,93,2,10,0,2,2,2,5,5,5,5,5,5,5,"t",1,2,2441,"Amsterdam"
"Comfortable room,very close to metro,Free parking","2013-08-09","within an hour",100,100,"t",1,1,"t","f","Private room",2,1,1,49,1,1125,49,65,1,1,4.73,4.81,4.84,4.89,4.95,4.58,4.59,"f",1,1.17,3031,"Amsterdam"
"Pretty apartment in upcoming west!","2014-02-12","within an hour",100,60,"f",1,1,"t","t","Entire home/apt",2,1,2,120,2,1125,0,27,2,1,4.7,4.85,4.81,4.96,5,4.69,4.58,"f",1,0.44,2844,"Amsterdam"
"Daisy Studio","2018-10-24","within an hour",100,100,"t",0,0,"t","t","Private room",2,NA,NA,69,3,1125,341,1,0,0,5,5,5,5,5,5,5,"t",2,0.07,1129,"Amsterdam"
"Beautiful view of Amsterdam","2015-12-01","N/A",NA,NA,"t",0,0,"t","t","Entire home/apt",4,2,2,80,2,1125,0,8,0,0,4.75,5,4.63,5,5,4.38,4.63,"f",2,0.32,2187,"Amsterdam"
"Unique private loft appartment in the center","2019-10-06","N/A",NA,NA,"t",1,1,"t","t","Entire home/apt",2,1,1,120,1,1125,106,41,8,2,4.95,4.95,4.9,4.98,5,4.73,4.85,"t",1,1.65,782,"Amsterdam"
"SunBird, Sunny Apt in Quiet Street","2011-09-11","N/A",NA,NA,"f",0,0,"t","t","Entire home/apt",2,1,1,125,3,21,0,2,0,0,4.5,5,5,5,5,5,5,"f",3,0.02,3729,"Amsterdam"
"In the Heart of the Flower Market. City Centre.","2015-10-16","within an hour",100,100,"f",1,1,"t","t","Private room",2,1,1,96,2,7,330,52,8,5,4.98,4.85,4.98,5,5,4.98,4.79,"t",1,2.03,2233,"Amsterdam"
"Big two floor CANAL family apt near Museumsquare","2013-09-10","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,2,3,199,2,27,0,16,4,0,4.94,4.88,4.94,4.94,4.94,4.81,4.81,"f",1,0.31,2999,"Amsterdam"
"Unique location & beautiful house in Amsterdam","2021-10-08","within a few hours",89,71,"f",0,0,"t","t","Entire home/apt",2,1,1,280,3,30,44,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,49,"Amsterdam"
"Cozy room in a quiet neighborhood","2014-02-17","within a few hours",100,0,"f",2,2,"t","t","Private room",2,1,NA,59,3,31,32,50,0,0,4.44,4.71,4.51,4.71,4.69,4.41,4.33,"f",2,0.75,2839,"Amsterdam"
"Modern Loft Apt with Rooftop Terrace near Center","2014-01-26","N/A",NA,NA,"t",1,1,"t","t","Entire home/apt",2,1,1,115,2,9,0,66,1,1,4.89,4.92,4.7,4.94,4.97,4.77,4.66,"f",1,1.04,2861,"Amsterdam"
"Luxurious Floral Apartment, City Center-canal view","2014-07-10","N/A",NA,NA,"f",3,3,"t","t","Private room",3,1,1,227,1,1125,0,17,0,0,4.75,4.81,4.5,5,5,5,4.63,"f",2,1.19,2696,"Amsterdam"
"Double cabin on sailing ship 20 min to center No 2","2014-10-23","N/A",NA,NA,"t",13,13,"t","t","Private room",2,1,2,74,1,28,0,35,0,0,4.54,4.83,4.89,4.89,4.77,4.37,4.6,"t",10,0.59,2591,"Amsterdam"
"Lovely apartment in the City center","2012-10-22","within a day",100,100,"f",1,1,"t","t","Entire home/apt",2,1,1,125,3,1125,248,60,4,3,4.72,4.84,4.38,4.98,4.96,4.86,4.62,"f",1,0.82,3322,"Amsterdam"
"City Center 2 bedroom suite near Central Station","2015-05-15","within an hour",100,99,"f",1,1,"t","t","Hotel room",4,2,2,250,2,1125,254,90,27,1,4.34,4.47,4.06,4.75,4.66,4.88,4.24,"t",1,2,2387,"Amsterdam"
"mediterranean ambiance appartment","2012-11-22","within a day",80,0,"f",1,1,"t","t","Entire home/apt",4,2,NA,150,4,14,114,18,0,0,4.83,4.83,4.67,4.94,5,4.67,4.5,"f",1,0.23,3291,"Amsterdam"
"Typical Amsterdam Apartment In Very Desirable Area","2016-08-28","within a few hours",100,60,"t",1,1,"t","t","Entire home/apt",5,3,4,255,3,1125,1,43,2,0,4.98,4.93,4.95,4.98,5,4.93,4.84,"f",1,0.73,1916,"Amsterdam"
"Westerpark B&BIY apartment in former bakery","2019-02-06","within a few hours",100,93,"t",1,1,"t","f","Entire home/apt",2,1,2,80,2,4,5,38,12,2,4.95,4.95,4.97,4.97,5,4.79,4.68,"f",1,1.29,1024,"Amsterdam"
"A cosy Bed and Breakfast in A'dam.","2011-04-06","within an hour",100,100,"f",2,2,"t","t","Private room",2,1,1,59,2,60,354,325,3,0,4.39,4.57,4.79,4.57,4.51,4.44,4.32,"t",2,3.3,3887,"Amsterdam"
"Typical Dutch house in center,  3 BR & garden","2017-04-11","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,3,2,250,5,30,68,10,0,0,5,4.9,4.9,5,5,5,4.6,"f",1,0.27,1690,"Amsterdam"
"Artist's Studio❤️Jordaan/Canals/CityCenter PRIVATE","2016-07-07","N/A",NA,100,"t",1,1,"t","t","Private room",3,1,2,93,2,14,0,146,0,0,4.91,4.92,4.92,4.97,4.93,4.94,4.74,"f",1,2.43,1968,"Amsterdam"
"Captain Pippi; Amsterdam's finest Houseboat","2016-01-07","N/A",NA,100,"f",0,0,"t","t","Entire home/apt",4,2,2,350,2,1125,150,2,1,0,4.5,5,5,5,5,3.5,4,"f",1,0.13,2150,"Amsterdam"
"Former machine room of an old Bath House","2012-10-28","within an hour",100,100,"f",1,1,"t","t","Private room",2,1,1,66,2,1125,359,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,NA,3316,"Amsterdam"
"Two private rooms in cosy apartment in ""de Pijp""","2013-10-13","within a few hours",100,90,"t",5,5,"t","t","Private room",2,1,1,79,2,1125,261,63,4,2,4.97,4.98,4.95,5,5,4.85,4.81,"f",1,0.89,2966,"Amsterdam"
"Comfortable home with garden. In Amsterdam Noord.","2015-10-20","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,2,3,119,3,15,0,7,0,0,4.71,5,4.57,4.86,5,4.57,4.57,"f",1,0.17,2229,"Amsterdam"
"Deluxe Dutch Style| City Center | De Pijp","2021-01-05","within an hour",97,100,"f",1,1,"t","t","Private room",2,1,1,66,1,1125,340,23,23,2,4.61,4.74,4.61,4.74,4.83,4.87,4.7,"t",9,2.66,325,"Amsterdam"
"Modern 1 bed Apartment in trendy De Pijp Amsterdam","2015-06-29","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",2,1,1,85,7,1125,0,1,1,0,5,5,5,5,5,5,5,"f",1,0.09,2342,"Amsterdam"
"Studio , near RAI Conference and metro Europaplein","2020-01-31","within an hour",100,100,"f",1,1,"t","f","Private room",2,1,1,115,1,3,168,4,2,2,4.5,5,4.75,5,5,4.75,4.5,"f",1,0.19,665,"Amsterdam"
"Boutique Homestay Amsterdam + free parking","2014-08-26","within an hour",100,100,"f",3,3,"t","t","Private room",2,1,1,65,2,4,1,109,13,1,4.92,4.86,4.94,4.97,5,4.71,4.66,"f",1,2.85,2649,"Amsterdam"
"Cosy apartment in Amsterdam Oud-West.","2021-07-24","within a day",100,56,"f",1,1,"t","t","Entire home/apt",4,2,2,260,3,31,102,3,3,2,4.67,4.33,3.67,4.67,5,4.67,4.33,"f",1,2.31,125,"Amsterdam"
"Zoku Loft XL - Home/Office Hybrid - Long","2015-04-09","within an hour",95,100,"t",4,4,"t","t","Entire home/apt",2,1,1,161,28,99,299,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,NA,2423,"Amsterdam"
"Lofthouse in Amsterdam-North","2015-08-13","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",5,4,4,180,5,20,0,10,0,0,4.7,4.9,4,4.9,4.9,4.4,4.7,"f",1,0.21,2297,"Amsterdam"
"Newly renovated apartment 20 minutes from centre","2016-07-29","N/A",NA,0,"f",1,1,"t","t","Entire home/apt",2,1,1,54,2,1125,0,7,0,0,4.71,4.71,4.71,4.71,4.71,4.29,4.57,"t",1,0.31,1946,"Amsterdam"
"Charming apartment with garden in Westerpark","2019-09-15","N/A",NA,NA,"t",0,0,"t","f","Entire home/apt",3,2,2,325,2,4,0,8,0,0,5,5,5,5,5,4.75,4.88,"f",1,0.34,803,"Amsterdam"
"houseboat near centre & westerpark","2015-03-10","N/A",NA,NA,"t",1,1,"t","t","Entire home/apt",2,NA,2,175,3,1125,0,66,3,0,4.95,5,5,4.98,5,4.92,4.7,"t",1,0.86,2453,"Amsterdam"
"1 Bed in 4 Bedded Girls Dorm En-suite","2019-02-25","within an hour",80,100,"f",12,12,"t","t","Hotel room",1,1,1,37,1,1125,297,24,1,0,4.63,4.88,4.54,4.96,4.88,4.96,4.54,"t",12,0.81,1005,"Amsterdam"
"Peaceful chalet in the neighbourhood of Amsterdam","2019-06-05","within a few hours",85,100,"f",1,1,"t","t","Entire home/apt",6,3,4,210,3,365,188,22,1,0,4.77,4.64,5,5,5,4.5,4.64,"t",1,0.79,905,"Amsterdam"
"Cozy 1-Bedroom home for long stays by Westerpark","2013-05-15","within a day",100,25,"f",0,0,"t","t","Entire home/apt",2,1,NA,125,29,31,308,1,1,0,5,5,5,5,5,5,5,"f",1,0.83,3117,"Amsterdam"
"One-bedroom Apartment","2014-09-10","within an hour",98,99,"f",34,34,"t","t","Entire home/apt",2,1,1,136,3,100,307,15,15,3,4.47,4.73,4.33,4.8,4.93,4.33,4,"t",11,8.04,2634,"Amsterdam"
"Cozy flat - De Pijp","2014-09-23","within an hour",100,0,"f",3,3,"t","t","Entire home/apt",4,2,2,165,1,112,0,17,0,0,4.59,4.82,4.41,4.88,4.94,4.88,4.59,"f",2,0.35,2621,"Amsterdam"
"Quiet stylish private room 15 mins to city  center","2016-03-21","within a few hours",100,NA,"f",2,2,"t","f","Entire home/apt",1,1,2,400,1,1125,89,1,0,0,0,NA,NA,NA,NA,NA,NA,"t",1,0.02,2076,"Amsterdam"
"Colin’s City Centre B&B","2017-02-07","within an hour",100,100,"f",0,0,"t","t","Private room",2,1,1,130,4,365,141,10,10,3,4.9,4.9,5,5,5,5,5,"t",1,2.63,1753,"Amsterdam"
"Lovely flat with 2 beds and 2 baths close to city","2014-06-12","within a few hours",100,78,"f",2,2,"t","t","Entire home/apt",4,2,2,200,2,1125,0,4,4,0,5,5,5,5,5,4.75,4.75,"f",1,0.92,2724,"Amsterdam"
"Hotel Not Hotel: Invisible Room Downstairs","2014-04-22","within an hour",100,100,"f",21,21,"t","t","Private room",2,1,2,79,1,1125,344,79,43,11,4.56,4.71,4.62,4.8,4.8,4.55,4.52,"t",21,0.89,2775,"Amsterdam"
"Spacious Apartment Amsterdam (30+ or family  only)","2015-04-28","N/A",NA,100,"f",1,1,"t","t","Entire home/apt",4,2,2,250,2,14,0,21,1,0,4.95,4.9,4.85,4.95,4.95,4.75,4.75,"f",1,0.57,2404,"Amsterdam"
"Studio 10 minutes From City centre","2016-03-28","within an hour",100,100,"f",1,1,"t","f","Entire home/apt",2,NA,NA,85,3,28,5,35,2,0,4.74,4.85,4.53,4.85,4.88,4.44,4.56,"t",1,0.54,2069,"Amsterdam"
"Houseboat in the Center of Amsterdam","2013-06-11","N/A",NA,80,"f",1,1,"t","t","Entire home/apt",2,NA,2,160,3,30,0,73,4,0,4.74,4.73,4.59,4.92,4.96,4.88,4.49,"f",1,0.96,3090,"Amsterdam"
"Old bar apartment","2015-09-02","within a few hours",100,86,"t",2,2,"t","t","Private room",6,1,4,276,1,1125,80,55,7,2,4.74,4.69,4.63,4.93,4.8,4.89,4.61,"f",1,0.79,2277,"Amsterdam"
"Luxurious apt. 5 min walk to  museum district","2013-10-01","within a day",100,25,"f",1,1,"t","t","Entire home/apt",4,2,2,160,3,1125,0,13,0,0,5,4.85,4.92,5,5,4.92,4.92,"f",1,0.41,2978,"Amsterdam"
"Trendy house, 3 bdrm, 2 bthrm, nice neighborhood","2020-10-10","N/A",NA,NA,"f",0,0,"t","f","Entire home/apt",4,3,3,200,4,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,NA,412,"Amsterdam"
"Nice large appartment with a great roofterrace","2015-01-15","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,3,4,250,3,5,0,18,0,0,4.94,4.83,4.94,5,5,4.47,4.59,"f",1,0.24,2507,"Amsterdam"
"Large 2-Bedroom Apartment in trendy NDSM","2018-11-29","N/A",NA,NA,"f",5,5,"t","t","Entire home/apt",4,2,3,254,1,1125,321,2,2,0,4.5,4.5,5,4,5,5,5,"t",5,0.22,1093,"Amsterdam"
"Nice family home with private parkingspot","2016-06-28","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,3,3,94,3,1125,0,6,0,0,5,5,5,5,5,5,4.83,"f",1,0.12,1977,"Amsterdam"
"Funky ground floor apartment with spacious garden","2013-10-23","within an hour",100,46,"f",1,1,"t","t","Entire home/apt",2,1,1,139,3,30,9,50,4,0,4.86,4.98,4.9,4.9,4.92,4.76,4.84,"f",1,1.16,2956,"Amsterdam"
"Corona Beach House with Street Art in Amsterdam","2020-03-19","within an hour",89,99,"f",7,7,"t","t","Private room",2,NA,1,117,1,99,361,2,1,0,5,5,4,5,5,4.5,4.5,"t",6,0.17,617,"Amsterdam"
"Cosy room in a cosy house","2017-03-29","within an hour",100,100,"f",2,2,"t","t","Shared room",2,1,1,60,2,15,176,24,0,0,4.78,4.83,4.87,4.9,4.86,4.38,4.48,"t",1,0.45,1703,"Amsterdam"
"Elegant House in Museumquarter","2012-07-01","N/A",NA,NA,"f",2,2,"t","t","Entire home/apt",6,4,4,460,3,1125,6,26,0,0,4.88,4.85,4.92,4.96,4.96,5,4.81,"f",2,0.47,3435,"Amsterdam"
"Transit Campingvan","2011-06-17","within a day",91,50,"f",5,5,"t","t","Entire home/apt",2,NA,3,50,2,1125,90,3,0,0,4.67,4.33,4.67,4.33,4.67,4,4.33,"f",4,0.12,3815,"Amsterdam"
"Mr. Monkey - Club Twin Room","2020-07-22","within an hour",91,97,"f",7,7,"t","t","Private room",2,1,1,145,1,365,96,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",7,NA,492,"Amsterdam"
"Cosy studio on Houseboat with large roof terrace!","2010-05-16","within an hour",100,100,"t",2,2,"t","t","Private room",2,NA,1,84,2,30,149,291,18,3,4.72,4.79,4.68,4.83,4.82,4.77,4.47,"t",2,3.42,4212,"Amsterdam"
"Renovated & spacious apartment next to Vondelpark","2015-11-07","within an hour",100,88,"f",1,1,"t","t","Entire home/apt",4,2,2,420,2,7,41,17,5,2,4.82,4.88,4.71,4.88,5,4.88,4.53,"f",1,0.66,2211,"Amsterdam"
"New amazing 4 person Jordaan Apartment II","2015-07-07","within an hour",84,96,"f",5,5,"t","t","Entire home/apt",4,2,2,119,5,250,98,3,3,0,4.33,4.67,4.67,5,4.67,5,4.67,"t",7,0.66,2334,"Amsterdam"
"Private bed- and bathroom in house with river view","2015-09-30","within a day",100,100,"t",1,1,"t","t","Private room",2,1,1,110,2,7,210,90,1,0,4.98,4.94,4.94,4.99,5,4.97,4.85,"f",1,1.22,2249,"Amsterdam"
"Spacious 3-bedroom home in quiet Amsterdam area","2015-03-11","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,3,3,150,5,22,0,3,0,0,4.33,5,5,5,4,5,4.67,"f",1,0.04,2452,"Amsterdam"
"Romantic, Boutique Apartment (private) in De Pijp","2015-01-31","within an hour",100,100,"t",0,0,"t","f","Entire home/apt",4,2,2,140,1,28,0,13,7,0,4.92,4.85,4.77,4.92,5,4.92,4.69,"t",1,0.62,2491,"Amsterdam"
"Amsterdam Houseboat oposite ZOO Artis","2014-03-14","within an hour",100,100,"f",1,1,"t","f","Entire home/apt",4,1,2,NA,4,10,66,3,3,1,4.67,4.67,4.67,4.67,5,5,4.33,"f",1,3,2814,"Amsterdam"
"Top private room near Center +free bikes","2018-04-24","within an hour",100,100,"t",2,2,"t","t","Private room",2,1,1,9,2,1125,0,243,6,0,4.84,4.88,4.29,4.97,4.96,4.92,4.72,"t",2,5.78,1312,"Amsterdam"
"Charming Studio with Roof Terrace","2011-11-06","N/A",NA,NA,"t",1,1,"t","t","Private room",2,1,1,88,3,30,0,113,0,0,4.83,4.83,4.86,4.98,4.95,4.69,4.66,"f",1,1.01,3673,"Amsterdam"
"Deluxe Room with Outdoor Patio | City Center","2021-01-05","within an hour",97,100,"f",1,1,"t","t","Private room",2,1,1,77,1,1125,337,27,27,1,4.59,4.67,4.19,4.93,4.96,4.89,4.63,"t",9,3.55,325,"Amsterdam"
"Lovely apartment @Vondelpark for families","2013-01-11","within a few hours",100,38,"f",1,1,"t","t","Entire home/apt",4,4,5,150,4,1125,23,46,1,0,4.72,4.89,4.8,4.84,4.8,4.82,4.66,"f",1,0.45,3241,"Amsterdam"
"Private 'hotelroom' in canal house","2017-10-22","within an hour",100,97,"t",1,1,"t","t","Private room",2,NA,1,95,2,30,1,118,12,4,4.96,4.97,4.91,4.98,4.97,5,4.79,"f",1,2.6,1496,"Amsterdam"
"Cosy city apartment","2013-05-09","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",2,1,1,75,3,365,0,76,0,0,4.19,4.32,3.82,4.61,4.66,4.06,4.01,"t",1,0.91,3123,"Amsterdam"
"Charlie + Coco's Apartment","2012-01-26","within an hour",100,85,"f",1,1,"t","t","Entire home/apt",3,2,2,160,2,1124,31,86,2,0,4.55,4.7,4.38,4.63,4.71,4.75,4.4,"f",1,1.07,3592,"Amsterdam"
"Lovely city studio apartment","2021-05-14","within a day",90,73,"f",1,1,"t","t","Entire home/apt",3,1,NA,89,3,31,0,4,4,3,4.5,4.75,3.75,4.75,4.75,4.75,4.25,"f",1,4,196,"Amsterdam"
"Unique spacious family home @ de Pijp","2019-06-03","N/A",NA,0,"f",1,1,"t","f","Entire home/apt",4,4,4,185,3,14,0,5,0,0,5,5,5,4.8,5,5,5,"f",1,0.18,907,"Amsterdam"
"Super cozy city center canal apartment!","2014-03-26","within an hour",100,87,"f",2,2,"t","t","Entire home/apt",2,2,2,250,2,30,0,14,4,2,4.57,4.79,4.79,4.86,4.93,4.64,4.21,"t",1,14,2802,"Amsterdam"
"Amsterdam City & Rural Life Combined. Free Parking","2016-06-02","within an hour",100,100,"f",5,5,"t","f","Private room",4,2,2,225,4,1125,347,19,0,0,4.68,4.79,4.42,4.95,4.95,4.74,4.37,"f",4,0.39,2003,"Amsterdam"
"Beautiful apartment in the center of Amsterdam","2014-04-04","within an hour",100,100,"f",1,1,"t","f","Entire home/apt",4,2,3,170,2,6,48,31,4,1,4.97,4.93,4.87,4.97,4.97,4.83,4.73,"f",1,0.66,2793,"Amsterdam"
"Green & spacious oasis for families in Amsterdam","2013-09-23","within an hour",100,85,"t",2,2,"t","t","Entire home/apt",4,3,2,135,2,11,10,30,9,1,4.9,4.83,4.8,4.97,4.87,4.4,4.7,"f",2,1.17,2986,"Amsterdam"
"Ensuite bathroom, great location","2010-07-04","within an hour",100,100,"t",3,3,"t","t","Private room",2,1,1,90,2,1125,56,229,14,6,4.94,4.96,4.98,4.98,4.97,4.89,4.81,"t",1,3.65,4163,"Amsterdam"
"Eastern Docklands Studio","2017-08-31","within an hour",100,100,"t",1,1,"t","t","Private room",2,1,1,73,2,7,21,57,2,1,4.95,4.95,4.91,5,5,4.88,4.77,"f",1,1.79,1548,"Amsterdam"
"Bed & Beach A’dam, private bathroom + Free Parking","2013-12-16","within an hour",100,100,"t",1,1,"t","t","Private room",2,1,1,57,2,1125,116,11,11,0,5,4.91,5,5,5,4.64,4.91,"t",1,2.37,2902,"Amsterdam"
"2 floors apartment in the center of Amsterdam","2014-04-27","within a few hours",100,0,"f",1,1,"t","t","Entire home/apt",3,2,3,220,3,1125,36,11,0,0,5,5,4.9,5,5,4.6,4.7,"f",1,0.21,2770,"Amsterdam"
"Spacious appartement in trendy Amsterdam Oost","2015-05-05","within an hour",100,67,"t",1,1,"t","t","Entire home/apt",3,2,2,149,4,1125,0,13,0,0,5,5,5,4.92,5,4.77,4.92,"f",1,0.47,2397,"Amsterdam"
"Moderne and Arty Space in Amsterdam North","2014-09-28","within an hour",100,83,"f",1,1,"t","t","Private room",2,1,1,55,3,4,29,118,6,3,4.67,4.78,4.78,4.85,4.85,4.45,4.65,"f",1,1.93,2616,"Amsterdam"
"Amsterdam Suite in the Heart of the City","2018-09-27","within an hour",91,100,"f",7,7,"t","t","Private room",2,1,1,70,1,365,270,108,25,2,4.46,4.71,4.81,4.58,4.35,4.93,4.45,"t",2,3.15,1156,"Amsterdam"
"Spacious apartment with garden AND (lovely) CAT","2013-03-28","within a day",100,100,"f",2,2,"t","t","Entire home/apt",2,1,1,120,3,1125,0,1,0,0,5,5,5,5,5,5,5,"t",2,0.03,3165,"Amsterdam"
"Green, quite and central flat for two","2015-11-29","within a few hours",100,63,"f",0,0,"t","f","Entire home/apt",2,1,1,100,2,365,0,4,4,1,5,5,4.75,5,5,5,5,"f",1,1.03,2189,"Amsterdam"
"Sunny Amsterdam East Harbor View","2011-10-26","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",3,1,1,145,2,30,270,70,3,0,4.92,4.94,4.81,4.99,4.99,4.82,4.78,"f",1,0.63,3684,"Amsterdam"
"Light apartment - quiet neighbourh.","2012-03-15","within an hour",100,50,"f",1,1,"t","t","Entire home/apt",2,1,1,99,5,1125,349,40,1,1,4.76,4.92,4.84,4.92,4.84,4.66,4.65,"f",1,0.59,3543,"Amsterdam"
